[	INFO]	[1534924451.531211948]:	W_	x	=	7.244158				6.99799
[	INFO]	[1534924451.631207000]:	W_	x	=	7.203132				7.018518
[	INFO]	[1534924451.731208979]:	W_	x	=	7.182619				7.039045
[INFO]	[1534924451.811534]:	required_linear_vel1	:	0.250000,	millis():	7.162106				7.080072
[INFO]	[1534924451.819180]:	ML_rpm2	:	37,	MR_rpm:	7.141593				7.100582
[	INFO]	[1534924451.831213979]:	W_	x	=	7.12108				7.12108
[	INFO]	[1534924451.931211062]:	W_	x	=	7.100582				7.141593
[	INFO]	[1534924452.031181427]:	W_	x	=	7.080072				7.162106
[	INFO]	[1534924452.131180124]:	W_	x	=	7.039045				7.182619
[	INFO]	[1534924452.231205958]:	W_	x	=	7.018518				7.203132
[	INFO]	[1534924452.331316583]:	W_	x	=	6.99799				7.244158
[	INFO]	[1534924452.431334447]:	W_	x	=	6.977477				7.26467
[	INFO]	[1534924452.531336479]:	W_	x	=	6.956964				7.285183
[	INFO]	[1534924452.631349812]:	W_	x	=	6.936451				7.305693
[	INFO]	[1534924452.731284708]:	W_	x	=	6.895426				7.32621
[INFO]	[1534924452.828450]:	required_linear_vel1	:	0.250000,	millis():	6.87491				7.346721
[	INFO]	[1534924452.831337885]:	W_	x	=	6.854395				7.367233
[INFO]	[1534924452.841044]:	ML_rpm2	:	37,	MR_rpm:	6.833881				7.408259
[	INFO]	[1534924452.931334499]:	W_	x	=	6.813367				7.428757
[	INFO]	[1534924453.031315176]:	W_	x	=	6.792854				7.449271
[	INFO]	[1534924453.131322676]:	W_	x	=	6.772341				7.469783
[	INFO]	[1534924453.231323197]:	W_	x	=	6.75182				7.490296
[	INFO]	[1534924453.331339551]:	W_	x	=	6.731308				7.51081
[	INFO]	[1534924453.431276530]:	W_	x	=	6.710794				7.531323
[	INFO]	[1534924453.531318509]:	W_	x	=	6.690289				7.551845
[	INFO]	[1534924453.631324655]:	W_	x	=	6.669775				7.572359
[	INFO]	[1534924453.731326895]:	W_	x	=	6.649263				7.592873
[	INFO]	[1534924453.831204134]:	W_	x	=	6.628749				7.613384
[INFO]	[1534924453.845136]:	required_linear_vel1	:	0.250000,	millis():	6.587722				7.633898
[INFO]	[1534924453.854122]:	ML_rpm2	:	37,	MR_rpm:	6.567208				7.654411
[	INFO]	[1534924453.931201061]:	W_	x	=	6.546694				7.695431
[	INFO]	[1534924454.031204863]:	W_	x	=	6.526182				7.715951
[	INFO]	[1534924454.131122988]:	W_	x	=	6.50567				7.736465
[	INFO]	[1534924454.231201738]:	W_	x	=	6.485155				7.756978
[	INFO]	[1534924454.331197936]:	W_	x	=	6.464632				7.777504
[	INFO]	[1534924454.431204447]:	W_	x	=	6.423615				7.797995
